EEG,Heart,Pressure,Label
159,89,135,B
183,80,135,B
167,82,115,B
157,76,154,C
199,74,150,C
242,75,116,A
150,84,136,B
194,90,135,B
289,70,135,A
179,81,117,B
183,80,165,C
174,79,167,C
252,71,125,A
212,70,132,A
249,79,136,A
187,72,143,C
222,73,111,A
286,77,120,A
174,86,131,B
182,82,122,B
176,82,117,B
194,74,153,C
193,71,152,C
158,72,156,C
243,78,101,A
291,71,125,A
197,89,128,B
162,76,158,C
176,75,169,C
210,78,113,A
272,73,111,A
276,80,113,A
152,80,112,B
197,77,147,C
163,85,102,B
180,82,105,B
164,77,167,C
236,73,118,A
178,90,113,B
184,86,133,B
161,82,106,B
300,77,119,A
265,77,103,A
183,74,144,C
254,74,113,A
262,77,100,A
184,72,156,C
287,78,136,A
161,75,162,C
174,79,160,C
219,77,113,A
259,75,130,A
189,87,115,B
200,83,127,B
195,73,156,C
163,70,166,C
198,80,121,B
186,79,159,C
182,79,153,C
169,77,160,C
204,75,137,A
213,77,123,A
281,70,109,A
295,80,111,A
192,83,108,B
152,72,161,C
242,73,108,A
294,79,115,A
217,78,117,A
199,82,102,B
191,86,121,B
193,88,128,B
177,85,135,B
176,89,133,B
158,74,143,C
155,72,147,C
186,70,163,C
222,75,123,A
277,75,107,A
281,72,118,A
268,70,121,A
189,84,122,B
161,86,118,B
198,76,164,C
179,77,168,C
158,75,165,C
173,70,145,C
255,76,133,A
198,88,102,B
184,79,157,C
168,72,154,C
151,71,146,C
230,74,106,A
221,73,133,A
211,80,108,A
156,80,103,B
174,73,145,C
184,71,146,C
184,77,143,C
188,75,151,C
167,70,142,C
151,79,168,C
197,71,160,C
163,71,156,C
211,79,138,A
275,77,125,A
169,84,135,B
170,81,103,B
180,79,159,C
180,79,155,C
182,77,167,C
279,70,128,A
256,75,139,A
294,78,123,A
158,81,101,B
173,71,170,C
160,76,147,C
153,79,160,C
172,75,154,C
191,84,104,B
185,71,169,C
156,73,152,C
155,71,161,C
154,71,162,C
267,75,138,A
231,72,111,A
259,71,139,A
168,86,103,B
169,84,110,B
162,70,169,C
169,80,147,C
175,74,151,C
151,76,151,C
166,70,142,C
213,80,111,A
286,73,123,A
192,90,120,B
181,83,136,B
177,77,169,C
217,72,103,A
216,78,140,A
223,77,126,A
264,79,113,A
254,72,104,A
223,72,140,A
166,80,100,B
257,72,114,A
266,72,113,A
268,74,125,A
222,80,112,A
179,88,109,B
190,73,146,C
159,76,145,C
183,80,157,C
185,81,113,B
197,71,153,C
169,77,169,C
190,70,154,C
163,77,156,C
225,71,120,A
234,80,131,A
172,89,139,B
198,77,156,C
172,74,161,C
197,78,160,C
152,74,163,C
218,73,134,A
267,78,127,A
156,77,169,C
187,82,104,B
179,80,166,C
196,77,147,C
180,74,159,C
204,70,132,A
270,71,133,A
232,79,108,A
153,85,121,B
153,83,105,B
172,82,106,B
158,74,150,C
157,80,145,C
266,79,127,A
168,82,140,B
178,90,118,B
180,77,165,C
180,75,167,C
212,76,107,A
180,83,115,B
160,83,120,B
192,77,146,C
170,78,151,C
165,88,122,B
195,81,125,B
179,76,144,C
170,72,145,C
210,79,120,A
266,74,113,A
219,77,133,A
196,83,123,B
182,86,136,B
178,86,119,B
156,87,106,B
173,72,149,C
183,76,151,C
153,79,160,C
207,72,130,A
199,81,117,B
178,81,135,B
198,88,122,B
153,85,130,B
184,86,110,B
162,80,145,C
162,70,167,C
156,79,162,C
176,70,141,C
152,74,158,C
242,70,103,A
174,87,121,B
191,84,118,B
193,85,100,B
265,80,118,A
205,80,128,A
244,75,106,A
160,90,139,B
158,78,155,C
152,73,170,C
241,79,100,A
201,75,117,A
171,81,126,B
157,80,122,B
161,77,140,C
161,72,146,C
220,77,123,A
200,74,108,A
200,84,100,B
178,79,159,C
274,70,108,A
276,76,138,A
295,74,109,A
257,76,109,A
276,72,126,A
195,85,109,B
161,80,123,B
177,85,140,B
200,72,141,C
158,79,144,C
234,73,138,A
182,83,105,B
163,74,140,C
165,80,150,C
189,78,153,C
263,78,112,A
182,80,126,B
169,88,113,B
178,77,150,C
173,77,158,C
208,74,112,A
161,84,123,B
193,80,123,B
154,74,163,C
199,79,149,C
191,76,153,C
167,78,158,C
293,76,127,A
246,71,128,A
288,74,103,A
237,80,140,A
174,73,159,C
162,74,141,C
196,72,166,C
231,76,113,A
299,74,110,A
155,75,144,C
197,76,170,C
194,75,158,C
186,74,152,C
238,74,102,A
171,81,112,B
162,82,100,B
187,70,168,C
154,75,145,C
208,72,106,A
177,83,129,B
159,89,112,B
161,89,106,B
190,80,148,C
197,72,140,C
199,72,147,C
248,77,127,A
223,76,100,A
172,90,138,B
188,83,135,B
154,76,166,C
151,70,160,C
268,70,111,A
183,83,133,B
195,84,109,B
184,73,142,C
174,79,167,C
158,71,167,C
186,73,164,C
156,80,142,C
195,78,140,C
165,76,153,C
207,78,125,A
282,80,108,A
214,77,125,A
172,74,161,C
162,76,161,C
154,71,142,C
193,75,170,C
298,76,108,A
244,75,107,A
227,76,109,A
152,90,139,B
172,85,122,B
177,89,116,B
199,89,135,B
177,82,102,B
173,74,164,C
172,78,149,C
174,72,159,C
282,78,134,A
277,80,106,A
177,86,119,B
174,80,142,C
159,73,143,C
207,75,117,A
158,79,169,C
209,79,126,A
259,74,137,A
273,75,140,A
248,80,132,A
171,76,158,C
187,79,158,C
164,76,149,C
192,79,152,C
199,74,166,C
192,75,152,C
262,74,124,A
159,75,142,C
250,73,119,A
263,74,106,A
268,72,102,A
169,81,105,B
158,82,119,B
196,90,136,B
152,79,148,C
186,80,165,C
160,88,120,B
151,88,100,B
151,86,107,B
181,78,142,C
197,78,160,C
269,76,123,A
233,78,111,A
167,90,131,B
163,73,155,C
200,73,165,C
230,71,137,A
200,90,113,B
190,76,143,C
157,79,162,C
200,77,145,C
188,78,161,C
163,71,169,C
273,74,121,A
299,75,130,A
159,84,109,B
163,87,100,B
159,74,162,C
153,72,164,C
159,81,111,B
185,77,159,C
187,78,155,C
258,73,139,A
267,72,113,A
150,90,140,B
154,83,115,B
189,77,162,C
159,71,141,C
166,80,128,B
198,75,169,C
154,75,154,C
167,83,106,B
150,70,146,C
184,71,153,C
247,72,110,A
192,87,135,B
166,71,161,C
177,72,154,C
280,72,107,A
156,87,130,B
185,83,124,B
158,75,153,C
158,77,168,C
289,77,110,A
199,77,151,C
158,70,146,C
195,73,157,C
160,74,169,C
165,71,154,C
177,76,148,C
200,80,105,A
182,81,106,B
171,70,140,C
159,80,159,C
177,85,140,B
170,73,149,C
176,73,166,C
261,74,100,A
220,74,116,A
175,82,100,B
173,81,130,B
191,84,115,B
169,73,155,C
290,76,106,A
159,80,126,B
197,85,137,B
171,72,148,C
172,74,167,C
155,72,157,C
195,76,142,C
155,77,143,C
200,72,140,A
175,74,140,C
150,74,162,C
196,90,131,B
181,70,143,C
191,75,156,C
291,75,116,A
222,71,100,A
174,90,125,B
161,80,102,B
196,76,169,C
162,77,160,C
191,74,145,C
199,70,158,C
198,71,158,C
151,86,140,B
164,88,140,B
163,79,153,C
183,79,159,C
172,74,153,C
157,74,153,C
236,72,139,A
280,72,138,A
164,88,127,B
160,82,127,B
200,84,124,B
162,83,127,B
181,77,148,C
156,71,147,C
179,71,167,C
242,70,137,A
204,74,127,A
165,86,132,B
189,80,134,B
162,83,117,B
195,88,113,B
176,76,153,C
247,71,126,A
289,70,125,A
188,80,129,B
151,82,107,B
150,80,147,C
171,72,151,C
155,76,140,C
188,80,155,C
242,79,107,A
183,80,106,B
191,88,120,B
167,72,157,C
168,72,156,C
152,77,155,C
214,72,127,A
164,80,117,B
198,84,119,B
285,77,125,A
241,70,139,A
181,79,144,C
238,72,111,A
234,71,125,A
248,71,124,A
297,78,105,A
159,81,114,B
159,81,102,B
163,79,140,C
178,74,162,C
180,78,149,C
197,73,147,C
200,80,123,A
204,76,113,A
282,70,122,A
161,90,113,B
178,82,106,B
191,78,150,C
203,77,118,A
278,79,119,A
215,78,118,A
191,73,154,C
182,79,147,C
153,77,167,C
276,75,130,A
252,70,108,A
186,80,124,B
198,74,167,C
225,76,133,A
243,72,111,A
289,79,103,A
164,82,137,B
187,74,144,C
188,75,148,C
162,79,151,C
205,77,125,A
282,75,129,A
289,77,119,A
174,86,140,B
156,82,118,B
166,77,148,C
251,71,120,A
260,79,113,A
151,89,135,B
185,87,124,B
176,76,154,C
170,73,168,C
184,75,153,C
267,79,113,A
179,76,169,C
159,71,165,C
171,75,157,C
200,82,115,B
184,83,101,B
169,88,139,B
164,78,158,C
162,76,154,C
164,72,150,C
199,73,167,C
263,75,130,A
187,88,140,B
192,74,166,C
158,79,156,C
247,72,125,A
174,89,114,B
159,90,103,B
184,80,126,B
152,76,140,C
154,74,141,C
164,75,156,C
185,73,169,C
207,72,104,A
282,76,112,A
285,73,124,A
162,82,109,B
171,82,106,B
188,79,163,C
244,73,121,A
294,79,135,A
240,80,115,A
163,73,161,C
193,80,153,C
283,74,111,A
171,87,140,B
152,71,163,C
181,79,148,C
298,71,138,A
295,77,115,A
279,73,128,A
270,70,115,A
159,90,116,B
170,75,167,C
224,77,100,A
294,80,129,A
278,78,139,A
176,84,139,B
200,71,154,C
182,72,163,C
174,73,143,C
181,70,161,C
179,80,151,C
159,77,145,C
277,76,110,A
175,83,104,B
188,79,143,C
160,72,140,C
235,72,123,A
296,79,136,A
172,80,108,B
197,88,111,B
157,73,141,C
184,78,148,C
206,73,106,A
240,80,103,A
152,87,132,B
157,81,114,B
191,74,144,C
196,83,137,B
190,74,153,C
173,80,147,C
160,73,151,C
203,78,129,A
288,75,116,A
166,90,127,B
263,80,102,A
157,80,125,B
194,85,116,B
192,72,146,C
181,80,147,C
165,72,159,C
295,75,118,A
166,83,125,B
163,80,137,B
189,80,110,B
161,90,127,B
193,80,167,C
158,78,155,C
191,76,168,C
159,73,144,C
295,77,100,A
221,79,112,A
269,74,120,A
150,85,136,B
178,76,167,C
197,75,155,C
219,78,108,A
193,88,132,B
166,83,109,B
157,77,146,C
260,73,137,A
210,78,139,A
253,74,109,A
161,74,154,C
265,78,123,A
189,84,121,B
163,75,156,C
183,71,143,C
278,74,123,A
253,73,116,A
276,70,130,A
179,82,126,B
172,88,110,B
292,72,110,A
261,73,123,A
193,88,106,B
189,78,141,C
253,72,108,A
285,72,120,A
228,79,102,A
187,80,138,B
168,87,120,B
170,84,120,B
153,78,160,C
190,77,151,C
274,73,121,A
292,71,134,A
269,72,107,A
182,80,123,B
185,83,112,B
173,74,165,C
241,79,127,A
163,84,137,B
175,82,110,B
150,87,117,B
160,81,100,B
202,79,113,A
271,71,100,A
219,76,101,A
157,83,123,B
182,83,137,B
168,79,154,C
186,80,163,C
191,75,150,C
197,88,102,B
195,83,124,B
169,86,120,B
174,78,163,C
184,71,148,C
173,75,148,C
191,75,144,C
187,82,126,B
187,89,140,B
192,79,164,C
198,73,148,C
285,76,123,A
261,78,101,A
212,76,106,A
165,82,120,B
198,80,117,B
159,70,166,C
181,71,168,C
190,77,166,C
196,88,111,B
194,88,134,B
154,72,168,C
204,76,102,A
184,85,121,B
175,70,165,C
158,71,154,C
160,76,160,C
247,73,124,A
177,78,148,C
160,76,142,C
190,74,159,C
182,78,163,C
246,74,118,A
162,88,113,B
174,87,131,B
218,77,108,A
290,72,126,A
159,74,145,C
152,72,141,C
195,78,144,C
159,78,140,C
187,70,141,C
175,74,143,C
234,77,137,A
284,78,108,A
292,79,127,A
177,80,113,B
164,79,141,C
165,80,160,C
150,74,142,C
233,76,113,A
219,80,130,A
266,79,140,A
210,77,116,A
198,82,134,B
179,77,143,C
196,90,113,B
159,80,141,C
265,70,129,A
150,82,110,B
176,89,114,B
193,84,126,B
180,77,154,C
173,74,164,C
158,80,140,C
297,74,115,A
168,82,107,B
191,80,109,B
165,86,140,B
170,84,126,B
156,74,150,C
209,76,127,A
245,70,109,A
190,88,119,B
173,86,134,B
173,70,162,C
179,76,145,C
162,71,141,C
236,73,100,A
171,86,124,B
181,75,160,C
216,80,109,A
189,83,115,B
186,72,168,C
154,73,144,C
203,78,123,A
150,86,124,B
182,80,109,B
184,87,121,B
162,76,167,C
163,80,165,C
152,70,142,C
209,79,116,A
290,79,119,A
275,78,111,A
173,81,100,B
185,72,143,C
184,78,146,C
158,71,155,C
185,80,150,C
162,77,160,C
199,71,158,C
190,79,147,C
264,79,109,A
240,77,138,A
186,81,100,B
182,89,106,B
156,73,169,C
167,73,149,C
164,77,152,C
190,72,166,C
158,78,140,C
185,71,150,C
265,75,103,A
294,71,126,A
262,78,126,A
182,81,129,B
168,86,140,B
271,80,125,A
243,70,121,A
171,84,125,B
163,80,155,C
152,79,163,C
188,77,148,C
202,71,121,A
193,86,102,B
160,82,109,B
162,72,142,C
169,70,151,C
194,72,156,C
218,74,116,A
205,73,109,A
186,80,135,B
156,87,120,B
184,73,167,C
184,76,155,C
278,73,128,A
161,80,129,B
187,75,145,C
186,79,141,C
187,76,149,C
195,73,158,C
275,73,131,A
259,73,120,A
191,85,121,B
165,87,125,B
159,84,135,B
168,83,119,B
158,90,134,B
158,88,136,B
170,85,138,B
160,80,145,C
277,73,132,A
198,82,126,B
198,74,156,C
197,77,166,C
207,72,136,A
175,86,119,B
165,89,134,B
183,74,159,C
198,73,146,C
160,77,156,C
202,74,101,A
221,71,121,A
293,80,107,A
182,86,134,B
164,83,112,B
192,83,101,B
190,78,146,C
160,78,162,C
192,77,153,C
176,70,157,C
228,73,119,A
198,72,149,C
170,73,163,C
278,70,122,A
296,72,127,A
236,78,139,A
193,83,130,B
159,87,123,B
178,89,115,B
197,70,165,C
166,71,152,C
200,80,107,B
195,83,122,B
178,74,143,C
172,70,162,C
260,73,120,A
176,82,106,B
189,80,150,C
198,80,154,C
200,70,140,C
282,75,126,A
172,84,110,B
183,79,140,C
173,71,152,C
177,84,105,B
178,80,145,C
188,80,152,C
198,88,124,B
188,88,124,B
168,71,162,C
181,72,149,C
192,80,143,C
159,72,157,C
200,74,158,C
174,74,167,C
253,72,116,A
163,82,110,B
198,88,104,B
160,82,128,B
175,72,165,C
183,84,112,B
153,90,110,B
163,84,137,B
190,78,150,C
207,75,118,A
266,71,119,A
165,71,149,C
287,80,121,A
266,75,104,A
269,80,101,A
211,79,116,A
265,80,128,A
151,88,104,B
196,71,158,C
153,77,159,C
163,77,156,C
198,78,142,C
159,85,140,B
165,70,158,C
191,80,148,C
188,80,166,C
152,75,148,C
179,73,151,C
273,72,132,A
162,85,124,B
161,89,115,B
162,90,102,B
176,77,152,C
171,76,147,C
177,73,161,C
166,81,120,B
150,79,149,C
228,75,123,A
154,80,126,B
174,85,115,B
183,90,104,B
192,85,135,B
224,73,128,A
217,71,137,A
273,70,138,A
299,73,115,A
159,83,137,B
172,85,107,B
188,73,161,C
165,74,155,C
291,73,139,A
198,74,163,C
162,77,154,C
160,78,170,C
234,70,130,A
243,78,131,A
242,70,109,A
241,72,125,A
173,88,105,B
154,81,134,B
168,74,145,C
225,77,138,A
260,77,139,A
250,77,125,A
187,81,123,B
152,88,123,B
195,82,135,B
167,90,126,B
186,74,150,C
153,76,163,C
200,75,165,C
262,75,103,A
172,83,100,B
161,74,143,C
160,70,163,C
190,72,168,C
280,70,136,A
299,70,133,A
201,76,112,A
237,77,136,A
196,86,126,B
185,80,166,C
186,72,160,C
297,78,126,A
267,72,100,A
172,85,116,B
175,83,105,B
181,74,140,C
178,86,135,B
153,81,106,B
181,73,160,C
193,70,162,C
171,75,153,C
163,74,156,C
200,77,156,C
285,71,122,A
219,70,112,A
176,80,137,B
156,83,119,B
151,84,118,B
172,80,111,B
150,76,150,C
179,75,151,C
286,78,104,A
228,74,139,A
202,73,119,A
236,73,132,A
228,75,119,A
195,85,136,B
181,87,108,B
171,83,134,B
166,83,122,B
187,85,110,B
163,80,140,B
154,84,128,B
199,81,107,B
160,82,109,B
289,70,101,A
161,74,151,C
222,75,129,A
177,83,120,B
153,85,112,B
176,75,158,C
218,73,140,A
206,76,126,A
198,73,158,C
152,71,145,C
161,72,156,C
174,73,148,C
195,70,156,C
284,74,121,A
200,80,133,B
153,80,100,B
199,72,152,C
182,78,164,C
164,79,169,C
170,86,126,B
161,70,150,C
154,77,154,C
157,80,144,C
173,80,148,C
178,87,104,B
153,81,102,B
196,90,128,B
195,70,168,C
180,78,158,C
201,74,123,A
186,83,115,B
185,83,112,B
150,71,150,C
176,74,146,C
261,75,133,A
296,75,136,A
156,83,102,B
167,82,103,B
156,73,163,C
162,79,149,C
156,77,168,C
171,81,117,B
155,85,137,B
171,85,113,B
162,78,163,C
155,79,141,C
167,77,162,C
190,82,112,B
164,88,108,B
163,72,141,C
154,79,152,C
180,73,164,C
174,70,155,C
214,80,140,A
249,77,103,A
169,71,150,C
170,72,140,C
157,84,135,B
189,72,157,C
239,79,115,A
283,72,139,A
173,77,148,C
155,76,169,C
198,90,104,B
150,88,137,B
178,72,168,C
164,73,145,C
174,75,160,C
158,77,169,C
177,76,168,C
256,78,101,A
197,89,132,B
174,81,115,B
182,85,107,B
161,73,167,C
189,80,166,C
292,71,120,A
294,79,102,A
225,76,140,A
180,81,124,B
197,89,105,B
175,77,163,C
198,71,143,C
171,78,146,C
198,72,150,C
176,71,147,C
183,73,147,C
240,80,114,A
188,87,126,B
200,77,159,C
188,82,132,B
200,77,162,C
272,74,116,A
273,73,114,A
191,74,165,C
188,71,152,C
155,77,155,C
267,77,119,A
169,87,119,B
175,70,142,C
189,78,149,C
164,89,110,B
190,79,154,C
188,80,145,C
243,70,118,A
291,73,111,A
199,85,114,B
163,84,101,B
152,72,164,C
170,77,154,C
188,73,157,C
197,79,168,C
187,85,133,B
182,70,166,C
193,79,165,C
265,75,138,A
200,80,144,C
232,80,126,A
160,90,139,B
150,82,138,B
196,89,103,B
200,73,147,C
172,71,146,C
151,72,154,C
199,73,154,C
165,71,162,C
273,80,112,A
195,87,138,B
176,77,167,C
166,78,144,C
187,74,168,C
240,76,133,A
172,83,134,B
179,72,165,C
156,80,150,C
292,77,107,A
194,83,113,B
199,74,145,C
180,75,156,C
210,71,120,A
202,79,106,A
182,90,140,B
195,88,128,B
176,89,138,B
154,76,150,C
176,76,142,C
204,77,119,A
244,77,109,A
176,86,100,B
189,77,152,C
199,71,146,C
196,76,146,C
229,72,105,A
249,78,103,A
300,79,135,A
167,85,112,B
159,89,109,B
152,71,144,C
194,75,140,C
274,73,126,A
185,80,113,B
173,76,151,C
156,79,168,C
188,74,157,C
170,80,155,C
152,75,160,C
299,71,129,A
167,73,141,C
217,72,130,A
167,84,112,B
176,84,138,B
182,78,155,C
177,80,167,C
166,77,166,C
159,78,161,C
263,77,100,A
253,71,121,A
182,80,134,B
174,79,142,C
178,80,164,C
174,79,165,C
168,79,145,C
245,74,135,A
168,71,165,C
279,75,118,A
254,75,105,A
169,83,111,B
185,76,151,C
198,71,148,C
188,71,148,C
162,73,160,C
267,73,111,A
217,76,108,A
169,83,113,B
159,81,128,B
164,87,105,B
180,86,106,B
179,76,149,C
187,76,159,C
150,70,151,C
230,76,124,A
245,74,111,A
183,86,107,B
159,80,137,B
191,70,154,C
291,71,140,A
251,79,106,A
165,78,170,C
195,78,148,C
151,72,158,C
192,89,108,B
195,90,120,B
155,88,123,B
170,89,128,B
157,75,163,C
165,74,142,C
166,79,157,C
280,80,123,A
171,71,165,C
273,74,107,A
222,80,135,A
166,84,120,B
155,78,149,C
165,73,168,C
224,71,121,A
278,74,110,A
197,86,107,B
157,74,162,C
197,77,151,C
173,71,147,C
241,80,139,A
252,80,132,A
169,76,166,C
177,70,152,C
198,74,163,C
191,70,140,C
162,76,157,C
250,77,111,A
158,88,114,B
196,74,169,C
199,71,159,C
155,70,170,C
209,74,130,A
254,72,137,A
170,83,132,B
156,82,110,B
151,75,160,C
170,76,156,C
214,75,126,A
196,87,122,B
200,88,126,B
153,80,141,C
163,71,140,C
194,78,140,C
201,70,128,A
288,71,102,A
203,80,134,A
170,88,106,B
175,73,141,C
199,74,166,C
167,79,150,C
296,70,112,A
202,75,119,A
195,81,114,B
177,88,115,B
157,72,153,C
275,76,136,A
268,78,113,A
249,73,137,A
152,83,114,B
260,74,100,A
225,80,115,A
191,81,104,B
154,72,145,C
158,76,168,C
229,76,139,A
161,80,131,B
160,85,104,B
171,80,108,B
181,70,166,C
277,74,104,A
171,82,129,B
184,88,139,B
156,82,112,B
166,81,120,B
182,83,122,B
178,83,140,B
245,77,103,A
174,82,100,B
282,71,106,A
273,76,131,A
185,86,138,B
161,88,121,B
222,80,128,A
168,84,115,B
164,77,147,C
179,79,157,C
196,78,165,C
296,72,125,A
220,74,103,A
249,75,112,A
159,78,164,C
190,78,163,C
182,72,170,C
197,70,163,C
176,71,146,C
236,80,113,A
196,83,112,B
181,82,113,B
164,81,136,B
167,70,149,C
158,73,166,C
300,76,135,A
194,89,139,B
162,80,117,B
163,72,159,C
153,76,168,C
169,75,158,C
166,70,161,C
194,73,140,C
202,71,126,A
210,75,126,A
187,81,133,B
193,85,131,B
181,72,141,C
169,80,169,C
297,78,137,A
154,82,110,B
154,83,121,B
192,80,147,C
169,80,151,C
160,71,148,C
201,71,139,A
229,76,106,A
236,74,137,A
300,78,121,A
196,87,128,B
199,81,100,B
178,86,140,B
157,88,124,B
196,70,146,C
154,71,162,C
158,85,114,B
153,83,100,B
159,78,164,C
165,72,165,C
167,70,159,C
191,78,168,C
155,85,116,B
190,90,122,B
194,83,100,B
181,78,144,C
200,73,150,C
233,75,111,A
169,70,147,C
200,77,156,C
289,79,102,A
185,89,128,B
157,87,135,B
188,83,101,B
183,71,168,C
195,77,153,C
187,72,150,C
150,80,113,B
194,85,105,B
200,76,159,C
196,77,141,C
219,70,111,A
285,72,138,A
163,88,101,B
178,90,139,B
196,85,122,B
170,84,122,B
196,73,162,C
163,71,144,C
172,76,170,C
176,78,157,C
223,78,107,A
256,80,101,A
296,73,121,A
152,86,140,B
174,89,133,B
183,83,114,B
191,71,151,C
185,73,160,C
179,70,142,C
227,73,105,A
159,82,106,B
180,89,101,B
185,79,164,C
200,77,159,C
179,70,155,C
278,78,100,A
247,76,107,A
169,85,126,B
157,70,164,C
197,71,160,C
183,71,161,C
178,73,165,C
176,70,163,C
274,71,106,A
186,80,103,B
198,81,140,B
187,86,131,B
155,70,163,C
190,75,169,C
150,70,169,C
252,73,112,A
190,73,145,C
291,77,108,A
154,90,138,B
192,74,147,C
218,74,120,A
232,71,138,A
188,89,112,B
171,73,157,C
190,72,154,C
275,70,122,A
264,74,121,A
186,74,165,C
196,74,170,C
271,70,138,A
152,87,112,B
187,76,140,C
221,76,124,A
241,73,124,A
161,82,136,B
154,80,112,B
170,90,118,B
189,89,123,B
175,78,140,C
185,79,165,C
260,76,137,A
232,78,107,A
164,87,112,B
152,89,137,B
175,84,126,B
155,86,140,B
155,76,151,C
199,73,143,C
163,79,157,C
165,77,166,C
197,75,151,C
214,78,134,A
296,77,120,A
254,79,102,A
158,83,108,B
187,84,110,B
165,74,158,C
281,80,137,A
264,71,118,A
165,80,105,B
200,77,148,C
197,72,163,C
233,78,139,A
187,83,107,B
158,73,155,C
158,88,136,B
188,83,113,B
200,80,119,B
160,73,170,C
170,80,169,C
155,72,166,C
180,76,143,C
289,79,116,A
178,74,144,C
199,78,165,C
179,79,140,C
298,72,114,A
165,80,121,B
188,81,117,B
172,85,123,B
163,71,167,C
289,73,122,A
233,77,117,A
239,73,105,A
177,86,103,B
159,85,132,B
173,85,107,B
195,80,160,C
163,70,151,C
183,85,133,B
165,73,147,C
166,80,157,C
296,80,136,A
298,79,102,A
219,72,122,A
157,73,170,C
163,74,142,C
160,72,166,C
186,70,164,C
237,80,120,A
204,71,122,A
212,74,133,A
193,80,128,B
165,70,162,C
182,75,159,C
178,77,147,C
184,77,153,C
262,75,108,A
162,71,141,C
188,78,156,C
253,74,121,A
192,88,133,B
169,86,128,B
297,80,105,A
212,78,100,A
269,80,126,A
164,84,112,B
188,89,115,B
171,90,110,B
199,85,122,B
173,72,149,C
164,79,153,C
253,74,117,A
196,74,162,C
177,73,167,C
175,75,164,C
173,78,164,C
270,71,126,A
200,81,104,B
182,87,101,B
172,80,147,C
173,89,122,B
168,88,110,B
180,81,116,B
225,77,124,A
256,71,120,A
232,77,136,A
189,71,161,C
169,70,141,C
184,72,152,C
241,79,131,A
183,90,103,B
161,78,156,C
156,73,146,C
193,81,104,B
235,77,134,A
165,80,147,C
183,80,162,C
239,78,111,A
197,72,165,C
228,71,109,A
278,71,132,A
261,80,140,A
166,81,135,B
197,87,131,B
180,83,104,B
192,76,161,C
179,77,170,C
226,80,123,A
201,71,102,A
193,88,110,B
151,87,103,B
160,73,148,C
192,78,144,C
166,70,160,C
260,78,106,A
166,80,130,B
168,75,162,C
163,90,116,B
151,74,163,C
199,80,137,B
197,70,169,C
172,72,143,C
151,73,157,C
284,80,111,A
178,72,142,C
187,74,154,C
254,78,140,A
175,74,169,C
175,74,155,C
299,75,131,A
189,88,116,B
168,72,147,C
155,71,156,C
150,81,130,B
170,84,134,B
196,85,118,B
169,71,144,C
178,71,163,C
298,76,100,A
162,83,137,B
175,84,125,B
168,74,163,C
176,79,153,C
184,74,167,C
180,75,160,C
182,76,155,C
163,77,162,C
264,71,103,A
213,73,115,A
162,88,108,B
183,72,163,C
158,71,152,C
172,82,128,B
182,82,133,B
178,74,150,C
183,80,152,C
175,86,121,B
182,77,144,C
176,80,152,C
196,72,152,C
195,76,168,C
185,73,166,C
243,72,130,A
243,73,110,A
193,85,105,B
158,89,119,B
170,76,158,C
184,74,150,C
183,84,123,B
150,85,113,B
171,71,165,C
295,78,108,A
184,89,139,B
168,88,131,B
173,88,140,B
193,78,168,C
195,77,142,C
186,75,164,C
220,70,132,A
198,90,135,B
190,83,138,B
174,73,151,C
152,81,102,B
160,75,154,C
187,77,157,C
174,78,162,C
187,90,114,B
156,90,110,B
195,87,126,B
157,73,150,C
227,79,101,A
159,83,138,B
151,87,133,B
154,84,108,B
199,82,124,B
171,74,150,C
244,74,135,A
220,80,110,A
189,81,118,B
153,80,132,B
169,74,168,C
168,76,155,C
169,74,160,C
187,75,145,C
243,79,110,A
200,77,140,C
159,80,143,C
264,78,123,A
207,76,126,A
228,72,103,A
192,88,122,B
181,72,144,C
153,75,152,C
155,86,140,B
178,83,123,B
253,73,137,A
227,78,131,A
163,89,138,B
188,84,136,B
156,86,123,B
167,78,140,C
180,74,157,C
157,78,149,C
158,78,150,C
162,75,159,C
272,77,120,A
257,76,138,A
175,90,106,B
155,77,168,C
198,76,158,C
155,75,142,C
194,77,141,C
242,79,113,A
282,72,135,A
187,80,113,B
176,73,142,C
273,80,119,A
235,80,127,A
263,76,118,A
214,77,135,A
181,81,129,B
153,88,113,B
189,80,131,B
157,73,161,C
186,76,167,C
174,74,160,C
171,90,100,B
184,77,157,C
163,77,141,C
228,77,103,A
232,73,115,A
165,88,119,B
178,80,138,B
151,89,119,B
154,76,169,C
174,73,144,C
209,70,110,A
236,78,130,A
239,75,131,A
195,80,162,C
192,76,161,C
285,80,110,A
195,89,139,B
175,75,164,C
174,72,157,C
243,74,116,A
263,80,127,A
156,85,105,B
169,74,166,C
157,76,157,C
204,79,135,A
190,80,106,B
162,88,107,B
171,71,157,C
194,79,157,C
285,79,100,A
213,73,117,A
176,81,116,B
175,74,165,C
157,70,160,C
181,77,169,C
180,79,150,C
274,70,118,A
184,89,116,B
178,83,116,B
188,80,119,B
173,75,162,C
215,78,105,A
223,77,135,A
288,77,121,A
168,88,126,B
161,81,111,B
182,89,103,B
198,80,167,C
187,79,168,C
288,77,118,A
195,89,113,B
155,90,133,B
167,83,138,B
170,73,162,C
281,75,122,A
235,72,132,A
166,81,132,B
153,78,148,C
209,72,106,A
244,76,118,A
184,70,145,C
178,74,140,C
297,74,110,A
